nid,xx,xy,xz,vx,vy,vz,ns
760,0.9536606902324235,0.06568462432056926,0.29362700494553146,-0.06277641402679508,0.9978404331995501,-0.019328520741917217,+Y
765,0.9561916863271088,0.06413390662931232,0.28562965710756044,-0.06145081701138814,0.9979413018912799,-0.01835633591352698,+Y
780,0.9593497438368153,0.06596100278049943,0.27440338028608147,-0.0634177822620548,0.997822201653276,-0.01813942614229187,+Y
785,0.961034717215114,0.06554603351726314,0.26854420455005085,-0.06312776711230715,0.997849546519992,-0.01763994130547189,+Y
800,0.9674689488041764,0.06429839675934483,0.24468254795534464,-0.062335692503788905,0.9979307171212728,-0.01576531845207072,+Y
805,0.9695118704213695,0.06498643479242538,0.2362699650929577,-0.06313858560716548,0.9978861474602049,-0.01538686825045283,+Y
810,0.9707906186795567,0.06454196259361517,0.23108420488715284,-0.06278764441822066,0.9979149939070784,-0.014945790171372762,+Y
817,0.9719491072673974,0.06504059600021046,0.22601914466267403,-0.06335028592396467,0.9978826187843626,-0.014731612315511023,+Y
818,0.9721833712199336,0.063956198933719,0.2253199887746209,-0.06230470910930416,0.9979527066038503,-0.01444017329724369,+Y
840,0.9721893696899515,0.06152667303467525,0.22596968373465245,-0.05992911680983146,0.9981054395730363,-0.013929553227200474,+Y
860,0.9727225140057091,0.05130264594467014,0.2262276492064767,-0.04996904035853436,0.9986831522154941,-0.0116213805794038,+Y
900,0.9733986034554355,0.03422625754538733,0.22654739478847385,-0.033335322127611394,0.9994141100136804,-0.007758415057959015,+Y
920,0.9736796231067774,0.02734591932340541,0.22627459478032838,-0.02663612552095417,0.9996260304215561,-0.006190001686120237,+Y
930,0.9739959569363705,0.018180800253745813,0.22583475014651125,-0.017710953285452167,0.9998347155915989,-0.0041065352290142205,+Y
931,0.9739121670740012,0.013367672869943715,0.22653122554576186,-0.013020102616999317,0.9999106486691909,-0.003028465915383031,+Y
933,0.9738672282674068,0.013380396896864839,0.22672359093319097,-0.013031896674235183,0.9999104784823901,-0.0030339232339807393,+Y
934,0.9739122675679736,0.013367611806235958,0.22653079710098056,-0.013020044473851687,0.9999106494855416,-0.0030284463510425854,+Y
935,0.9739008693485671,0.014258839903674478,0.22652545589117926,-0.01388810847688153,0.9998983375746763,-0.003230318611683832,+Y
936,0.9739121595692413,0.013367940513873107,0.22653124201662397,-0.013020363248231737,0.9999106450910589,-0.003028526781546812,+Y
938,0.9738557047165086,0.01427162531433913,0.22671874007677323,-0.013899919362880528,0.9998981551692587,-0.003235974477387683,+Y
939,0.9736751477709359,0.013380665005533482,0.22754705978600512,-0.013029587451725713,0.9999104748946326,-0.0030450035842573583,+Y
941,0.9739121628868148,0.013367672869943715,0.2265312435474817,-0.013020102561021377,0.9999106486691909,-0.0030284661560456365,+Y
942,0.9739007687109532,0.014258900966630355,0.22652588471836563,-0.013888166529160811,0.999898336703899,-0.0032303385634433815,+Y
944,0.97391205197389,0.013367672869943715,0.2265317203882252,-0.013020101078241192,0.9999106486691909,-0.0030284725308663053,+Y
945,0.9739006537065362,0.014258900966630355,0.22652637915528784,-0.01388816488915749,0.999898336703899,-0.003230345614287302,+Y
946,0.9738672417978922,0.01337880656692081,0.22672362666429496,-0.013030347669088704,0.9999104997622762,-0.003033563049906488,+Y
947,0.9736751688688856,0.01337880656692081,0.2275470787836928,-0.01302777773251485,0.9999104997622762,-0.0030445808426241006,+Y
949,0.973912378483956,0.013367619438372304,0.22653031979466798,-0.013020053391690828,0.999910649383509,-0.0030284416994007467,+Y
951,0.9739122633867684,0.013367619438372304,0.2265308146266477,-0.013020051852977941,0.999910649383509,-0.00302844831471742,+Y
952,0.9739007687109532,0.014258900966630355,0.22652588471836563,-0.013888166529160811,0.999898336703899,-0.0032303385634433815,+Y
953,0.9738675526884396,0.01337880656692081,0.22672229126284446,-0.013030351828805497,0.9999104997622762,-0.0030335451822296315,+Y
955,0.9739006537065362,0.014258900966630355,0.22652637915528784,-0.01388816488915749,0.999898336703899,-0.003230345614287302,+Y
956,0.9739121562516051,0.013368208157797967,0.2265312404857191,-0.013020623935437868,0.9999106415128552,-0.0030285874070461625,+Y
957,0.9737203614193852,0.013368208157797967,0.22735423630966617,-0.013018059753065704,0.9999106415128552,-0.003039590369741786,+Y
958,0.9739007757650469,0.014258365710860574,0.22652588808234558,-0.013887645184731913,0.9998983443366908,-0.003230217325140376,+Y
961,0.9738671198553607,0.01337934280991533,0.22672411881094412,-0.013030868407167448,0.9999104925871989,-0.0030336912467023238,+Y
962,0.9739007687109532,0.014258900966630355,0.22652588471836563,-0.013888166529160811,0.999898336703899,-0.0032303385634433815,+Y
963,0.9739121669810187,0.013367672869943715,0.22653122594551625,-0.013020102615756245,0.9999106486691909,-0.0030284659207272945,+Y
964,0.9739122675679736,0.013367611806235958,0.22653079710098056,-0.013020044473851687,0.9999106494855416,-0.0030284463510425854,+Y
966,0.9738675526884396,0.01337880656692081,0.22672229126284446,-0.013030351828805497,0.9999104997622762,-0.0030335451822296315,+Y
967,0.9738675526884396,0.01337880656692081,0.22672229126284446,-0.013030351828805497,0.9999104997622762,-0.0030335451822296315,+Y
968,0.9739007687109532,0.014258900966630355,0.22652588471836563,-0.013888166529160811,0.999898336703899,-0.0032303385634433815,+Y
969,0.9739120478772197,0.013367672869943715,0.22653173800075402,-0.013020101023473351,0.9999106486691909,-0.0030284727663258673,+Y
970,0.9737109396042863,0.022254343064131685,0.2266974863330464,-0.021674665211626358,0.9997523414400108,-0.005046253380477469,+Y
972,0.9739007687109532,0.014258900966630355,0.22652588471836563,-0.013888166529160811,0.999898336703899,-0.0032303385634433815,+Y
973,0.9738675526884396,0.01337880656692081,0.22672229126284446,-0.013030351828805497,0.9999104997622762,-0.0030335451822296315,+Y
974,0.9738675526884396,0.01337880656692081,0.22672229126284446,-0.013030351828805497,0.9999104997622762,-0.0030335451822296315,+Y
975,0.9737091948299602,0.014258839903674478,0.22734794784249068,-0.013885375142729722,0.9998983375746763,-0.00324204758513553,+Y
977,0.9739119385209118,0.013367665238722704,0.22653220859847992,-0.013020092127373553,0.9999106487712117,-0.0030284773285036396,+Y
978,0.9739005401715869,0.014258900967676368,0.22652686727336596,-0.013888163271128316,0.9998983367038841,-0.0032303525752593112,+Y
979,0.9738672372620746,0.013379350247599746,0.22672361406453873,-0.01303087722339525,0.9999104924876786,-0.003033686179674202,+Y
981,0.973867243856971,0.013378814980739367,0.22672361732324708,-0.01303035589278195,0.9999104996496992,-0.0030335648330468952,+Y
983,0.9737203615003024,0.013368200531161275,0.22735423641155023,-0.013018052325944942,0.9999106416148188,-0.0030395886366908417,+Y
984,0.9739121548611998,0.013368200531161275,0.22653124691347337,-0.013020616487183272,0.9999106416148188,-0.00302858576484665,+Y
985,0.9739007742876011,0.014258365707323037,0.22652589443453777,-0.01388764516021755,0.9998983443367412,-0.0032302174149198754,+Y
986,0.9738675517927409,0.013378814980739367,0.2267222946137504,-0.013030360012966398,0.9999104996496992,-0.0030335471351773005,+Y
988,0.9739005372252727,0.014258900967676368,0.22652687994037066,-0.013888163229112842,0.9998983367038841,-0.003230352755895241,+Y
989,0.9739125925154847,0.013367558374664502,0.22652940321924536,-0.013019996766380527,0.9999106501998566,-0.00302841560944063,+Y
990,0.9735886309663607,0.030748307578848316,0.22622935095624516,-0.02995036444045956,0.9995271590012133,-0.006959460384765198,+Y
991,0.9739121642701898,0.013367680503126084,0.22653123714958376,-0.013020110015557779,0.9999106485671438,-0.0030284678001308222,+Y
992,0.9739007701788447,0.014258900967676368,0.22652587840740626,-0.013888166551112482,0.9998983367038841,-0.003230338473683909,+Y
994,0.9738672396756295,0.013378799126602045,0.22672363621929698,-0.01303034039286425,0.9999104998618277,-0.0030335614904033153,+Y
995,0.973900767236076,0.014258900967676368,0.2265258910592261,-0.013888166509147568,0.9998983367038841,-0.0032303386541032973,+Y
996,0.9739121654214616,0.013367680503126084,0.2265312321999901,-0.013020110030948988,0.9999106485671438,-0.0030284677339603235,+Y
997,0.973911935405235,0.013367680503126084,0.2265322210927082,-0.013020106955890799,0.9999106485671438,-0.003028480954343491,+Y
999,0.9738672396756295,0.013378799126602045,0.22672363621929698,-0.01303034039286425,0.9999104998618277,-0.0030335614904033153,+Y
1001,0.9736752837391652,0.013378799126602045,0.2275465876900512,-0.013027772023079686,0.9999104998618277,-0.0030445725783153675,+Y
1002,0.9739007701788447,0.014258900967676368,0.22652587840740626,-0.013888166551112482,0.9998983367038841,-0.003230338473683909,+Y
1003,0.9739007701788447,0.014258900967676368,0.22652587840740626,-0.013888166551112482,0.9998983367038841,-0.003230338473683909,+Y
1005,0.9739121654214616,0.013367680503126084,0.2265312321999901,-0.013020110030948988,0.9999106485671438,-0.0030284677339603235,+Y
1006,0.973900767236076,0.014258900967676368,0.2265258910592261,-0.013888166509147568,0.9998983367038841,-0.0032303386541032973,+Y
1007,0.9738670090908239,0.013378799126602045,0.22672462666949778,-0.013030337307640328,0.9999104998618277,-0.0030335747426236724,+Y
1008,0.9738672394801763,0.013378799126602045,0.22672363705884516,-0.013030340390249088,0.9999104998618277,-0.0030335615016364673,+Y
1010,0.9732240943741954,0.03935215916978089,0.2264647206480587,-0.038328158316050624,0.9992254037846897,-0.008918784189760928,+Y
1011,0.973720130479549,0.013368215786396095,0.22735522493573512,-0.013018064095649222,0.9999106414108655,-0.0030396053219486244,+Y
1012,0.9739121576350277,0.013368215786396095,0.22653123408787004,-0.01302063138550991,0.9999106414108655,-0.0030285890500898376,+Y
1013,0.9739007772302616,0.014258365716490062,0.22652588178260633,-0.01388764521110984,0.9998983443366105,-0.0032302172365828714,+Y
1014,0.9738675534547078,0.013378800116503909,0.22672228835203737,-0.01303034555551946,0.9999104998485827,-0.0030335436804370002,+Y
1016,0.9739007701788447,0.014258900967676368,0.22652587840740626,-0.013888166551112482,0.9998983367038841,-0.003230338473683909,+Y
1017,0.9739119342525762,0.013367680503126084,0.2265322260482424,-0.013020106940481047,0.9999106485671438,-0.003028481020593409,+Y
1018,0.9737205698611641,0.013367558374664502,0.2273533817922,-0.013017429662969463,0.9999106501998566,-0.0030394311753526864,+Y
1019,0.9739007701788447,0.014258900967676368,0.22652587840740626,-0.013888166551112482,0.9998983367038841,-0.003230338473683909,+Y
1022,0.9738672439131487,0.01337881400920584,0.22672361713927128,-0.013030354947134844,0.9999104996626984,-0.003033564610256548,+Y
1023,0.9739007701788447,0.014258900967676368,0.22652587840740626,-0.013888166551112482,0.9998983367038841,-0.003230338473683909,+Y
1024,0.973912168533593,0.013367665238722704,0.22653121972094675,-0.013020095202380831,0.9999106487712117,-0.003028464108338576,+Y
1025,0.973912168533593,0.013367665238722704,0.22653121972094675,-0.013020095202380831,0.9999106487712117,-0.003028464108338576,+Y
1030,0.972924919514128,0.04784581747475445,0.22611474684018337,-0.04660376186359958,0.9988547330569008,-0.010831049348443573,+Y
1060,0.9719904461270846,0.06492940533986442,0.22587329403867715,-0.06324421582432148,0.9978898598153063,-0.014696831037848268,+Y
1075,0.9715378728667328,0.07330478742227896,0.22525667520976736,-0.07141050113346616,0.9973095849037923,-0.016556937726908777,+Y
1090,0.9927350573459348,0.03929243733249353,0.11372427306795904,-0.03903712629307623,0.9992277540022956,-0.004471957323851411,+Y
1101,0.9707647436097075,0.08187911453583878,0.22563604137461238,-0.07975314731466424,0.9966422681197236,-0.01853712196050049,+Y
1103,0.9707642682169448,0.08187981244733637,0.22563783341188282,-0.07975379263714452,0.9966422107825802,-0.018537428257510053,+Y
1104,0.9709524194554607,0.08187981244733637,0.22482681216255335,-0.07976925032893677,0.9966422107825802,-0.018470798260237755,+Y
1105,0.9709528933802551,0.08187911453583878,0.22482501960266324,-0.079768604753211,0.9966422681197236,-0.018470492492053635,+Y
1106,0.9707647436390158,0.08187911453583878,0.22563604124851838,-0.07975314731707206,0.9966422681197236,-0.01853712195014124,+Y
1108,0.970952379510597,0.08188033788124192,0.22482679331245917,-0.07976976239242344,0.9966421676150642,-0.018470916041243013,+Y
1109,0.9709528933084023,0.08187911468727133,0.22482501985782435,-0.0797686048958329,0.9966422681072826,-0.018470492547407482,+Y
1111,0.9707642691596318,0.08187979795201737,0.2256378346162338,-0.07975377850034883,0.9966422119734528,-0.018537425052592545,+Y
1112,0.9707642293026028,0.08188032323449101,0.22563781547767853,-0.07975429032269174,0.9966421688183855,-0.018537543205843866,+Y
1114,0.9709528933802551,0.08187911453583878,0.22482501960266324,-0.079768604753211,0.9966422681197236,-0.018470492492053635,+Y
1115,0.9707642692177906,0.08187979779177887,0.22563783442416402,-0.07975377834799556,0.9966422119866173,-0.018537425000290386,+Y
1116,0.9707642692177906,0.08187979779177887,0.22563783442416402,-0.07975377834799556,0.9966422119866173,-0.018537425000290386,+Y
1117,0.9707647436390158,0.08187911453583878,0.22563604124851838,-0.07975314731707206,0.9966422681197236,-0.01853712195014124,+Y
1119,0.9709524192550044,0.08187981244733637,0.22482681302825788,-0.07976925031246815,0.9966422107825802,-0.018470798331360293,+Y
1121,0.9707644946531852,0.08187981244733637,0.22563685921040244,-0.07975381124016644,0.9966422107825802,-0.018537348221330935,+Y
1122,0.970764517207235,0.08187911453583878,0.22563701543459327,-0.07975312871457615,0.9966422681197236,-0.01853720198436792,+Y
1123,0.9709526278178331,0.08187963996977454,0.22482597512757393,-0.07976909828119483,0.9966422249525755,-0.018470690322372408,+Y
1125,0.9707644945962426,0.08187981258997061,0.22563685940362904,-0.07975381137535675,0.996642210770862,-0.018537348269715526,+Y
1126,0.9707644772929825,0.08187963996977454,0.22563699648883478,-0.07975364068081509,0.9966422249525755,-0.01853732018753891,+Y
1127,0.9708137536490047,0.08180818136243982,0.22545083097673402,-0.07968761308853219,0.9966480930911222,-0.01850575202693047,+Y
1128,0.9710017045253169,0.08180887927801644,0.22463970503943506,-0.07970372525763911,0.9966480358036507,-0.018439330486214812,+Y
1131,0.97076497007003,0.08187911453583878,0.2256350670613076,-0.07975316591950499,0.9966422681197236,-0.018537041915821242,+Y
1132,0.9707640427187355,0.08187979779177887,0.2256388088914547,-0.07975375973981641,0.9966422119866173,-0.018537505058292904,+Y
1133,0.9709521704457844,0.08187979779177887,0.22482789288742175,-0.07976921549722316,0.9966422119866173,-0.018470883719523816,+Y
1134,0.9709530946713661,0.08187911453583878,0.22482415028400335,-0.07976862129027595,0.9966422681197236,-0.018470421073206175,+Y
1135,0.9718732355624423,0.06821580361637408,0.2254085582544769,-0.06645190758225131,0.997670588990661,-0.015412327588902541,+Y
1140,0.9722842263277929,0.05982491637623314,0.22601850060280904,-0.05827119290408586,0.998208885644972,-0.013545799974829907,+Y
1160,0.9728125852877666,0.05121926146228164,0.22585894084802177,-0.04989222909250404,0.9986874322105282,-0.011583532316295504,+Y
1180,0.9730937363913102,0.04276987977171574,0.22640520661043165,-0.04165722055031686,0.9990849500339363,-0.009692192306659915,+Y
1220,0.9737218234537892,0.025629212050774508,0.22629395488939616,-0.024963923296345086,0.9996715177945485,-0.005801641491661154,+Y
1240,0.9738039678618989,0.017120548946336803,0.2267437297483606,-0.01667450243336918,0.9998534326608955,-0.003882546177894016,+Y
1260,0.9739061216413482,0.00856117814971355,0.22678970977140164,-0.008338089379075445,0.9999633524428228,-0.0019416582649070832,+Y
1280,0.9736572512624333,-5.8433424679783294e-06,0.228016571831826,5.689412765653955e-06,0.9999999999829277,1.332378917610487e-06,+Y
1300,0.9739061220645645,-0.008561121787203236,0.22678971008162238,0.008338034484869606,0.9999633529253683,0.001941645483720233,+Y
1340,0.9736354486767098,-0.02567634586634648,0.22665996193208393,0.025007645341485352,0.9996703082831618,0.005821718949136404,+Y
1360,0.9733989269900425,-0.0342255473568421,0.22654611195683405,0.033334640694242405,0.9994141343347734,0.007758209952121643,+Y
1380,0.9730937362754153,-0.04276987977171574,0.22640520710855017,0.041657220545355506,0.9990849500339363,0.009692192327983896,+Y
1395,0.9729016070502575,-0.0511267261236298,0.22549616598715294,0.04980641214295505,0.9986921737331675,0.011543978238317548,+Y
1430,0.9717805220237644,-0.06833097132976405,0.2257731059545198,0.0665582731277835,0.9976627077109432,0.015463438204888666,+Y
1450,0.9710754238786712,-0.0783550558546524,0.22555045191901826,0.07632332388572625,0.9969255163862616,0.017727521231695815,+Y
1451,0.9708123990547363,-0.08157755887748246,0.2255402131088346,0.07946135060354029,0.9966669964875886,0.018460549089080843,+Y
1452,0.9708624363342125,-0.0815049256374191,0.2253510080120254,0.07939422010038673,0.9966729388805732,0.018428529995975364,+Y
1454,0.9709352180145507,-0.08245895370917923,0.22468939310128602,0.08033588914979699,0.9965944616308017,0.01859096450763367,+Y
1455,0.9710516247693973,-0.08150614530345933,0.22453394021947978,0.07941088762283574,0.9966728391391888,0.018361989249043222,+Y
1456,0.9708624163607009,-0.08150561616451464,0.22535084431149552,0.07939489561010203,0.9966728824110962,0.018428673783487264,+Y
1457,0.970813332549438,-0.08157686591216856,0.22553644559627675,0.07946074749869118,0.9966670532068109,0.018460082854667034,+Y
1459,0.970862376430102,-0.08150614438532627,0.22535082529232733,0.079395410327401,0.9966728392142721,0.018428792459227527,+Y
1461,0.9707956021383313,-0.08238494435827087,0.2253189291026375,0.08025175087562822,0.9966005824517085,0.018626205687458004,+Y
1462,0.9707951466288269,-0.08238494435827087,0.22532089167451588,0.08025171322049754,0.9966005824517085,0.018626367925347328,+Y
1463,0.9708128766001997,-0.08157686591216856,0.22553840820399867,0.07946071017939808,0.9966670532068109,0.018460243493454535,+Y
1465,0.970862376430102,-0.08150614438532627,0.22535082529232733,0.079395410327401,0.9966728392142721,0.018428792459227527,+Y
1466,0.9708128550076234,-0.08157755887748246,0.22553825050207807,0.07946138792345118,0.9966669964875886,0.018460388448998652,+Y
1467,0.9709844991180848,-0.0823849319921161,0.22450350877671515,0.08026735409525457,0.9966005834739685,0.018558795378273256,+Y
1468,0.9709849752828332,-0.08238423907297783,0.22450170361795072,0.08026671373540928,0.9966006407545434,0.018558488994296532,+Y
1471,0.9708623747664652,-0.08150614775469926,0.2253508312409977,0.07939541349541906,0.9966728389387307,0.018428793712619847,+Y
1472,0.9708619591789173,-0.08150561860682522,0.2253528130616369,0.07939486061779925,0.9966728822113696,0.018428835339257942,+Y
1473,0.9708123990477832,-0.08157755887748246,0.22554021313876318,0.07946135060297119,0.9966669964875886,0.01846054909153051,+Y
1474,0.9708628519749259,-0.08150545384936227,0.22534902628572076,0.07939477206443908,0.9966728956848427,0.018428488164423214,+Y
1476,0.9707458792931822,-0.08245842475757538,0.22550619951967085,0.08031970436619683,0.9965945053965024,0.01865842715845744,+Y
1477,0.9708623763678711,-0.08150614530345933,0.225350825228357,0.07939541122264952,0.9966728391391888,0.018428792662977197,+Y
1478,0.9708624163607009,-0.08150561616451464,0.22535084431149552,0.07939489561010203,0.9966728824110962,0.018428673783487264,+Y
1479,0.9710022239536195,-0.08157808802223167,0.22472137555595822,0.07947740681377143,0.9966669531767556,0.01839364704242357,+Y
1480,0.9718856351702357,-0.06663277341654283,0.22582822156800308,0.0649036793842716,0.9977775671495224,0.015081077400637353,+Y
1482,0.9708628919046002,-0.0815049256374191,0.22534904530411326,0.07939425735556757,0.9966729388805732,0.01842836949160509,+Y
1483,0.9707454235158429,-0.08245842461184547,0.22550816156755668,0.08031966651216857,0.9965945054085601,0.01865858946548284,+Y
1484,0.9707950393741357,-0.08238648957134577,0.22532078879384576,0.08025321984251503,0.9966004547139794,0.018626711164304255,+Y
1485,0.9708624147599013,-0.08150561860682522,0.22535085032475924,0.0793948978741655,0.9966728822113696,0.01842867483114517,+Y
1487,0.970862851912092,-0.08150545477639377,0.22534902622113176,0.07939477296836463,0.9966728956090324,0.01842848837014604,+Y
1488,0.9708624147599013,-0.08150561860682522,0.22535085032475924,0.0793948978741655,0.9966728822113696,0.01842867483114517,+Y
1489,0.9707458803697527,-0.08245840975200233,0.2255062003722394,0.08031968973883548,0.9965945066380664,0.01865842381034152,+Y
1491,0.9707954974511551,-0.08238647226928084,0.22531882148543916,0.08025324074136476,0.996600456144298,0.018626544593282224,+Y
1493,0.9710022427943931,-0.08157739504801848,0.22472154570810085,0.07947672870313041,0.9966670098970767,0.01839350367574041,+Y
1494,0.9708624363342125,-0.0815049256374191,0.2253510080120254,0.07939422010038673,0.9966729388805732,0.018428529995975364,+Y
1495,0.9708619375959465,-0.08150631159973841,0.22535265540226282,0.07939553841368813,0.9966728255397588,0.018428980183239272,+Y
1496,0.9708618976656276,-0.0815068398116215,0.2253526363835557,0.07939605312205968,0.9966727823432938,0.018429098857958445,+Y
1498,0.9707463584483198,-0.08245771683708919,0.22550439572953024,0.0803190497314396,0.9965945639697291,0.018658116631217452,+Y
1499,0.9708628919046002,-0.0815049256374191,0.22534904530411326,0.07939425735556757,0.9966729388805732,0.01842836949160509,+Y
1500,0.9722842574457197,-0.05982434910232149,0.2260185168912257,0.058270640243264234,0.9982089196428189,0.013545672045214634,+Y
1501,0.9708619375959465,-0.08150631159973841,0.22535265540226282,0.07939553841368813,0.9966728255397588,0.018428980183239272,+Y
1502,0.9708118814634195,-0.08157878100209293,0.22554199897063093,0.07946250663465394,0.996666896455487,0.018460973677599336,+Y
1504,0.9710521388232076,-0.0815049256374191,0.2245321597983518,0.07940973340134597,0.9966729388805732,0.018361567043375528,+Y
1505,0.970935736107491,-0.08245771683708919,0.22468760821064238,0.08033471874064331,0.9965945639697291,0.018590536055942943,+Y
1506,0.9707950011598111,-0.08238742686524006,0.22532061072535534,0.0802541359471655,0.9966003772297725,0.018626909804075345,+Y
1507,0.9708619208319154,-0.08150657082984793,0.22535263386550997,0.07939579124832857,0.9966728043403005,0.01842903742719217,+Y
1520,0.9727224037370793,-0.05130264601674247,0.22622812331723763,0.04996903476438662,0.9986831522117917,0.011621404950981778,+Y
1540,0.9731615899198302,-0.04105991728143426,0.22643012851109318,0.03999165990997563,0.9991566860071757,0.009305049425074102,+Y
1570,0.9737622464781701,-0.024197623556659314,0.22627762228730772,0.023569633589022827,0.9997071946396155,0.0054769844137993184,+Y
1571,0.9737812934478468,-0.019396619299709487,0.22665781189003947,0.018891619150490452,0.9998118678830243,0.004397222547322903,+Y
1572,0.9737527291305884,-0.018530876572788707,0.22685287991157407,0.018047590613630038,0.9998282885643135,0.004204504679357881,+Y
1573,0.9737527291305884,-0.018530876572788707,0.22685287991157407,0.018047590613630038,0.9998282885643135,0.004204504679357881,+Y
1575,0.9737812934478468,-0.019396619299709487,0.22665781189003947,0.018891619150490452,0.9998118678830243,0.004397222547322903,+Y
1576,0.9737817489652805,-0.019396619299709487,0.22665585485899456,0.01889162798765125,0.9998118678830243,0.004397184580393968,+Y
1577,0.973781293447851,-0.019396619299709487,0.22665781189002138,0.018891619150490535,0.9998118678830243,0.004397222547322552,+Y
1578,0.9737804391541194,-0.01939694799464568,0.22666145399979987,0.01889192283438273,0.9998118615062,0.004397367749770018,+Y
1580,0.9732242211004917,-0.019485657748799855,0.22903040105068578,0.01896751532316091,0.9998101365469829,0.0044636554939892015,+Y
1581,0.9737372348306119,-0.019413741495945516,0.22684555130211945,0.018907446343243612,0.999811535561142,0.004404751031416038,+Y
1582,0.973781293447851,-0.019396619299709487,0.22665781189002138,0.018891619150490535,0.9998118678830243,0.004397222547322552,+Y
1583,0.973781293447851,-0.019396619299709487,0.22665781189002138,0.018891619150490535,0.9998118678830243,0.004397222547322552,+Y
1584,0.9737817489652805,-0.019396619299709487,0.22665585485899456,0.01889162798765125,0.9998118678830243,0.004397184580393968,+Y
1586,0.9737367782100058,-0.019413741495945516,0.22684751134259015,0.018907437476858205,0.999811535561142,0.0044047890903078065,+Y
1587,0.9737367782100058,-0.019413741495945516,0.22684751134259015,0.018907437476858205,0.999811535561142,0.0044047890903078065,+Y
1588,0.9737963524951544,-0.018515608866906664,0.22666679530848993,0.01803352384020019,0.9998285714202649,0.004197593312507062,+Y
1589,0.9737958969557334,-0.018515608866906664,0.2266687523688839,0.01803351540416427,0.9998285714202649,0.004197629554884825,+Y
1592,0.9737817489652805,-0.019396619299709487,0.22665585485899456,0.01889162798765125,0.9998118678830243,0.004397184580393968,+Y
1593,0.9737817489652805,-0.019396619299709487,0.22665585485899456,0.01889162798765125,0.9998118678830243,0.004397184580393968,+Y
1594,0.9737367782175184,-0.019413741028759472,0.22684751135032485,0.01890743702183054,0.9998115355702135,0.00440478898441806,+Y
1595,0.9737367782175184,-0.019413741028759472,0.22684751135032485,0.01890743702183054,0.9998115355702135,0.00440478898441806,+Y
1597,0.9737808946787243,-0.01939694800361452,0.22665949697034174,0.018891931680571083,0.9998118615060261,0.0043973297842622595,+Y
1598,0.9737804391539711,-0.01939694800361452,0.22666145399966978,0.018891922843118462,0.9998118615060261,0.004397367751801533,+Y
1599,0.9737812934478468,-0.019396619299709487,0.22665781189003947,0.018891619150490452,0.9998118678830243,0.004397222547322903,+Y
1600,0.967563580278725,-0.01982523866481353,0.25184852199307906,0.019185949696641613,0.999803460642082,0.004993938561371665,+Y
1601,0.9737372348381286,-0.019413741028759472,0.2268455513098361,0.018907445888215815,0.9998115355702135,0.004404750925526858,+Y
1603,0.9739705226869292,-0.019396619299709487,0.22584329101545658,0.018895290248652774,0.9998118678830243,0.004381420623157507,+Y
1604,0.9737967505363501,-0.018515310018219523,0.2266651096657243,0.01803324004384323,0.9998285769545343,0.004197494323034792,+Y
1605,0.9737972060684501,-0.018515310018219523,0.2266631526036149,0.01803324847960737,0.9998285769545343,0.004197458081210427,+Y
1606,0.973781293447851,-0.019396619299709487,0.22665781189002138,0.018891619150490535,0.9998118678830243,0.004397222547322552,+Y
1608,0.9737363769703085,-0.019414070885224562,0.22684920545684298,0.01890775060556406,0.999811529165204,0.004404896749563601,+Y
1609,0.9737817489652805,-0.019396619299709487,0.22665585485899456,0.01889162798765125,0.9998118678830243,0.004397184580393968,+Y
1610,0.9631041013543225,-0.01904459988726309,0.2684544526909863,0.018345259445101472,0.9998186351609646,0.005113535054916169,+Y
1611,0.973781293447851,-0.019396619299709487,0.22665781189002138,0.018891619150490535,0.9998118678830243,0.004397222547322552,+Y
1612,0.9696833825089708,-0.01892957047716316,0.2436304764341098,0.01835897949851412,0.9998208196279722,0.0046126467698085665,+Y
1613,0.965389654474484,-0.019857908399904128,0.260054760594028,0.019174400284746807,0.9998028122954951,0.0051651621212973,+Y
1620,0.9592022791006845,-0.019713989298574368,0.2820325271914365,0.01891337908333562,0.9998056604290334,0.00556106695826865,+Y
1630,0.9563233357915079,-0.020021711890130765,0.2916244305156746,0.019151069222267426,0.9997995454354781,0.005839990980757155,+Y
1640,0.9530071841817402,-0.019502241204726635,0.3023193170903628,0.018589311417244493,0.9998098132084885,0.005897025779156889,+Y
1645,0.951239571910496,-0.019294933050130976,0.30784896035251985,0.018357521374341636,0.9998138354506758,0.005941031088929487,+Y
1655,0.9457210695299043,-0.020278117952483563,0.32434619865125436,0.01918138751667949,0.9997943778259133,0.006578483155698468,+Y
1660,0.9434007515387729,-0.019448166478357124,0.3310842654320929,0.01835088563851114,0.9998108665245793,0.006440199969890631,+Y
1665,0.9404854474997766,-0.01949971501182762,0.3392740546455071,0.018342685831790998,0.9998098624810907,0.006617005517506326,+Y
1670,0.9380870062581581,-0.020226638961514304,0.3458086924383584,0.018978229744701914,0.9997954206117973,0.006995978804767776,+Y
1682,0.9338687075351262,-0.02061436482827019,0.3570214069903932,0.019255201942221585,0.9997875014035368,0.0073613338083046605,+Y
1684,0.9338694084112779,-0.02061436482827019,0.3570195736879101,0.019255216393409134,0.9997875014035368,0.007361296007905902,+Y
1686,0.9338715636133977,-0.02061399289523491,0.3570139576699808,0.01925491327177316,0.9997875090722604,0.007361047342687664,+Y
1690,0.933972617212494,-0.025434975088603422,0.35643823074901254,0.02376325817269654,0.9996764786881014,0.009068931512347406,+Y
